label,text,text_length,sentiment
0,3 ヶ 月 後 に 突然 読み 込ま なく なり そのまま お 釈迦 と なり ました 、 データ が … 自己 責任 です よ ね 。,69,ネガティブ
1,良い 買い物 を し ました ！ 配送 も 予定 通り バッグ の 中 が 整理 整頓 さ れ ました 。,54,ポジティブ
0,amazon 限定 商品 だった ので 飛びつき ました が 、 iPhone へ の 接続 部分 が 太く 、 iPhone を ケース に 入れて いる と その ケース と 干渉 して しまい 、 確り 刺さら ない ので 大 失敗 です 。 2 個 買い ました が 、 両方 無駄に し ました 。,155,ネガティブ
1,さっそく 毎日 見て ます 。 操作 も シンプルで 、 使い やすい ので 良かった です 。,49,ポジティブ
1,良い ！ 使い やすい です し 、 デザイン も いい です し  何より 、 素材 が 良い ！,51,ポジティブ
1,設定 も 簡単でした し 、 リモコン の 感度 も 良い です 。 サイズ が コンパクト な 所 も 良い です 。  他の 方 の レビュー を 見る と 「 初期 不良 」 が 多々 ある 様 です が … 。 私 個人 的に は 、 1 ヶ 月 以上 使用 して い ます が  未だ これ と 言った トラブル 等 は あり ませ ん 。 （  使用 頻度 は 高い です 。 ）  無理な 操作 を 繰り返さ ない 限り 、 フリーズ 等 も あり ませ ん 。  後 は 、 今後 の プライム ・ ビデオ の ライン ナップ を 期待 して い ます 。,287,ポジティブ
1,携帯 に ピタッと フィット して 問題 なし です 。  お 世話 に なり ました 。,46,ポジティブ
0,スマホ に SD を いれる と 画像 の ファイル が 壊れて しまい 、 携帯 ショップ に 行き ました が 復元 は 不可能 と の こと でした 。 買わ なければ よかった と 後悔 ばかり です 。,107,ネガティブ
1,大事な 、 大事な データ が おかげ で 復活 出来 ました 。 さらに 友人 の データ も 復活 さ せる こと が 出来 ました 。,71,ポジティブ
1,柔らかい 色合い で 気に入り ました 。  普段 使い出 は 問題 無し 。  安価で うれしい 。,52,ポジティブ
0,タブレット で 使用 する 予定 で 購入 し ました が 、 端末 に 認識 さ れ ませ ん で した  PC2 台 でも 試し ました が 認識 さ れ ず 、 他の 方 の レビュー と 同じく 初期 不 良品 だった ようで す  返品 して 他 メーカー の 物 を 購入 する こと に し ました,157,ネガティブ
0,少し 前 の 数字 です が 人 全 血液 パック （ 400ml) の 薬価 は 17264 円 で 43 円 /ml 。 一方 CANON インク タンク の 容量 は 大 容量 でも 推定 22ml で 売価 1100 円 と して 50 円 /ml 。 （ 容量 自体 メーカー 非 公表 と いう ブラック ボックス 状態 ）  人 の 血液 と 比較 する の は 不謹慎 か と は 思い ました が 、 日常 的な 液体 （ 消耗 品 ） 例えば ガソリン 、 醤油 、 潤滑 油 等 で は 単価 が 桁違いで  比較 に なら ない ので 敢えて 取り 上げ ました 。  各 掲示板 等 で この 問題 を 取り 上げる と 必ず 次 の ような 判 で 押した ような 「 一般 ユーザー 」 から の 反論 が 「 即時 」 に 来 ます 。  インク を 安く したら プリンター の 価格 は 倍 以上 に 跳ね上がって 一般 人 は 買え なく なる 。 それ でも いい の か 。 それ より 無駄な 印刷 は  止める と か インク の 節約 を 考えた ほう が いい 。  原発 の 公聴会 の カラクリ は 周知 の 事 と なり ました 。 原価 数十 円 以下 の インク を 1000 円 以上 で 売れる 「 2 社 寡占 インク 村 」 の 利権 確保 に 社員 の 投稿 が 皆無 と は 言え ない と 思い ます 。 多分 近々 メーカー 擁護 の レビュー が 投稿 さ れる 予感 （笑）,678,ネガティブ
0,こんなに インク の 減り が 早い なんて 驚き です 。 他の メーカー に 成り 変えよう か と 考え い ます 。,63,ネガティブ
0,送ら れて きた もの を あけた 瞬間 異様な におい が し ました 。  どういう 管理 の 仕方 を して いる のでしょう ？ ？ ？  この におい を 除けば 今 の ところ 、 それほど 不満 は あり ませ ん が 。,119,ネガティブ
1,ケース は 耐久 性 も あって 丈夫な ところ が お 気に入り です ♪  カラー バリエーション が 豊富で 機能 性 も よく 、 とても いい です ね ♪,84,ポジティブ
1,この 商品 は 以前 も 購入 して おり 、 履き 易く 気に入って い ます ので 、 色 違い を 追加 購入 いたし ました,67,ポジティブ
1,出張 用 に ＰＣ を 持ち出す 必要 が ある ので 買い ました 。  マウス 、 電源 コード 一式 を まとめて 持ち 運べる ので  出張 先 で とても 重宝 し ました 。  値段 は 若干 高い ように 思え ます が 、 とても 便利です 。,131,ポジティブ
1,とても 簡単に 設定 が 出来て 買って 良かった です 。  価格 も 安くて 非常に 満足 して ます 。,56,ポジティブ
1,使い やすく ， かつ 見た目 も 格好いい ので かなり 気に入って い ます ．,43,ポジティブ
1,「 大 満足 」 ただし 、 キャンペーン で 1980 円 だった から です が 。  使える まで 、 ほんとに 「 即 」 だ し 、 シンプルで よく できて いる と 思い ます 。  レビュー して る と 、 コンテンツ （ 番組 、 ビデオ 等 ） まで 言及 し そうに なり ます が 、  あくまでも 商品 の こと を お 伝え する と 、 上 に 書いた 通り で 、 「 よく できて る 」 です 。  キャンペーン で 安く なって い ない と 、 お 勧め は 微妙です が 、 安ければ お 買い得  です 。,277,ポジティブ
1,１ 年 以上 使い ました が 、 特に 問題 なく 使えて おり 、 良い 買い物 でした 。  しいて 言う なれば 、 同じ メーカー （ デザイン ） の 商品 を 使って いる 方 が 、 身の回り に 多かった ので  ちゃんと 名前 や 何かしら の 識別 マーク を 描か ない と  SD カード で データ 提出 など した 時 に 、 どれ が 誰 の カード か 判り づらく なる 事 くらい です か ね ^^;,221,ポジティブ
1,昔 の モノ から 最近 の モノ まで 思った より 使い で も あり 、 いつでも 見 られて たいへん 重宝 し とり ます 。,69,ポジティブ
1,大き さ と 重 さ を 考えて 選び ました 。 別 メーカー の ショルダー ストラップ を つけて い ます 。 もう 少し 硬い 質感 の ほう が …… と 思い ました が 、 使って いる うち に こちら の ほう が 身動き し やすい と 感じ ました 。,139,ポジティブ
0,純正 品 だ から 仕方ない けど 値段 が 高い  値段 の 割り に は インク の 減り が 早い  消耗 品 な んだ から 必然 的に 購入 し なきゃ いけない ので  メーカー は その辺 考えて 欲しい,110,ネガティブ
0,安い の は いい が 、 ちょっと 使い たい 日 に 間に合わ なかった 。  まあ 、 自分 の 購入 した タイミング も 微妙でした が 。,76,ネガティブ
1,すぐ に 届いて 助かり ました 。 これ から も よろしく お 願い 致し ます 。,45,ポジティブ
0,購入 して 二 週間 で お 釈迦 に なり ました . スマホ で 初期 化 しよう と して も 認識 さ れ ず 、 パソコン でも 読み 込ま れ ませ ん 。 購入 を 考えて いる 方 は やめた ほう が いい でしょう 。,120,ネガティブ
1,海外 の 子供 番組 を YouTube で 視聴 する の を 目的 と して 購入 し ました 。 外国 語 の 番組 検索 も 簡単に できる ので 、 子供 を 待た せる こと なく スムーズに 見 たい 番組 に アクセス でき ます 。,126,ポジティブ
0,微妙に 反り 返った 状態 の 商品 が 到着 。 どんなに 頑張って も 携帯 画面 の 左 下 隅 が 浮き 上がって しまい 、 そこ に ゴミ が たまり ます 。  貼ら ない ほう が いい くらい 、 最低 最悪です 。,118,ネガティブ
1,純正 インク を 探して いた ところ 、 大 容量 の インク を 見つけて 買い ました 。,49,ポジティブ
1,今 まで  純正 品 以外 も 使用 して き ました が 、  行き着く ところ 元 に 戻り ました 。  ヤッパリ 本物 です 。,69,ポジティブ
1,色 が 綺麗で 作り も しっかり して ました 。  もう 一 つ 色 違い で 買おう と 考えて ます 。,57,ポジティブ
1,インナー ケース の ため 、 ケース 自体 に クッション が 殆ど 無く 、 落下 した とき の ショック 吸収 は 期待 でき ませ ん が 単体 でも 持てる ような デザイン に なって い ました 。 鞄 の 中 に 裸 で 入れる と すれて しまう こと も ある ので 、 傷 よけ に 良 さ そうです 。 ポケット も 付いて いる ので ちょっとした 小物 を 入れる に も 便利でした 。 だいたい 、 見た目 通り の 物 です ので 、 期待 以上 や 期待 以下 は 無い と 思い ます 。,265,ポジティブ
1,アマゾン で は Chromecast 売って ない のです ね ！ 知ら ん かった 。 わさわさ 外出 して ヨドバシ に 行く 気 も なれ ず こちら を 購入 。 ブライム 会員 に は お 得です が あんま し 見る もん が ない 。 したがって ネットフリックス 入り ました 。,150,ポジティブ
1,前 の 方々 の コメント を 見て 、 正直 ちょっと 不安でした が 、 値段 が 安かった ので 、 購入 し ました 。 私 の iPad  pro に は ぴったりでした し 、 縫製 も しっかり して い ます 。 サイズ も ちょうど で 、 iPad が ずれる こと も あり ませ ん 、 大 満足 です 。 消耗 品 です ので 、 一定 の 期間 を 使えば 良い と 思って い ます 。,209,ポジティブ
1,皆さん の レヴュー を 見て 初め に しっかり 初期 化し ました 。  何 が 良い の か 機械 音痴 な ので 良く 分から ない ので class10 だったら なんとか なる だろう と 皆さん の レヴュー を 見て  購入 し ました 。  RICOH の デジカメ で 連写 と 動画 を 撮り ました が 後 で 見たら 全然 きれいでした 。  とっても 良い 買い物 を し ました 。,207,ポジティブ
1,この 価格 で この クオリティー なら 全く 問題 ない です 。 大 満足 。  アマゾン プライム に は 絶対 あった ほう が いい です ね 。,79,ポジティブ
0,亀裂 に 気 が ついて … 、 触る だけ で ボロボロ … ポロポロ … と 砕け だした 。  それにしても 購入 から 早 すぎ ない か ？,76,ネガティブ
1,最高に 楽しんで ます ！ ！  音声 リモコン は スマホ でも いける みたいです が  いちいち スマホ 出す の も めんどうな んで やっぱり 音声 リモコン で 良かった です ！ ！,99,ポジティブ
1,１ 人 暮らし で テレビ ゲーム も 持って ませ ん し 、 HDD レコーダー も 所持 して い なかった ので 、  見 たい 番組 が ない とき に 、 アマゾン プライム を テレビ で 見 られる と いう の は とても 便利です 。  それ で なくて も 、 他の 動画 共有 サービス を テレビ で 見 られる ので 、 パソコン で 見る より も 楽です 。  動画 共有 サイト の ヘビー ユーザー で 、 テレビ が 自由に 使える 環境 に ある の なら 非常に オススメ です 。,263,ポジティブ
1,届いた ので 早速 使用 して み ました 。 使い 始めて まだ 一 時間 です が 既に 便利 さ を 実感 して おり ます 。  様々な コンテンツ が 見 れる の は 周知 の 事実 だ と 思い ます が 、 なにより 良い と 感じた こと は 起動 する 必要 が ない こと です 。  例えば PS3 など の ゲーム 機 を 使って も youtube を 見る こと は できる と 思い ます が 、 ゲーム 機 を 起動 して アプリ を 起動 して 見る 必要 が あり ました 。  しかし この 商品 は すぐ に 使える ため 無駄な 手間 が 一切 あり ませ ん 。  言って しまえば 、 テレビ の チャンネル を 変える 感覚 で 、 膨大な コンテンツ に アクセス でき ます 。  ほか に も 気に入った 部分 は 山ほど あり ます ので 是非 買って 実感 して みて ほしい です 。  プライム 会員 の 方 は 買って 損 は ない と 思い ます 。  ～～ 追記 ～～  衝撃 的な こと を 知った ので 追記 し ます 。 なぜ か わから ない けど 今 まで 通り の テレビ の リモコン で 操作 でき ます 。 これ は すご すぎる,560,ポジティブ
1,サイズ ぴったり 、 良い 商品 です 。  商品 到着 も 速く 、 一度に 必要な 物 が そろった ので 助かり ました 。  満足 して い ます 、 買って 損 無し 、 オススメ で ～ す 。,104,ポジティブ
1,こんな 小さな もの まで 、 単品 で 届けて もらえる と は 思わ なかった 。,44,ポジティブ
1,もたつき も なく 滑らかな 番組 選択 が できる  番組 も 多彩で 子供 たち が 無料 アニメ を 一気に 見て ます,64,ポジティブ
1,量販 店 の 正規 品 で ない 割安な カートリッジ と 同じ 値段 で 、 正規 品 ！ 即決 し ました 。,58,ポジティブ
0,カッコいい けど 、 画面 が 汚れ やすい です 。 でも とても 質感 は  いい です 。,49,ネガティブ
1,心配 し ながら 購入 し ました が 、 扱い も 簡単で 性能 も 充分でした 。 これ で 充分 満足 して い ます 。,65,ポジティブ
0,Windows タブレット の D ドライブ と して 使用 して い ました が 、 3 月 に 購入 して 8 月 で 書き 込み でき なく なり ました 。  当たり 外れ が ある の かも しれ ませ ん が 、 1 年 も もた ない の は どう か と 思い ます 。,144,ネガティブ
0,貼り にくい と いう コメント を 拝見 して 、 期待 低く 購入 し ました 。  届いて 、 りけい シート １ を はがして 、 画面 に 本体 を 一生懸命 貼って 、  りけい シート ２ を はがそう と する と ・ ・ ・ はがれ ない 。  大人 ３ 人 で 何 時間 かけて も はがれ ない 。  購入 失敗 と 思って 、 一応 捨てる 前 に エレコム さん に 電話 する と 、  「 りけい シート １ に 本体 が ついて いる こと が ある ようです 」 と の こと 。  あはは 、 捨てる ところ でした 。 りけい しー と ２ を 画面 に 貼り 、  一生懸命 １ 枚 の もの を ２ 枚 に めくろう と して いた の か ・ ・ ・  今 他 の 方 の コメント を 拝見 する と ・ ・ ・ いらっしゃい ました ね 。  もっと しっかり コメント 拝見 して おく べきでした 。  その 可能 性 、 裏 の 説明 書 に 書いて おいて ほしかった な ～  初心 者 な もの で 、 そもそも 本体 が 何 色 で 、  りけい シート が 何 色 か さえ わから なかった です 。  貼りつけた 後 は 問題 ない です が 、 そもそも 捨てよう と して いた もの な ので 、  端 が 変に 曲がって 画面 から 浮いて い ます 。  商品 が 悪い わけじゃ ない んだ けど 、 ちょっとした ストレス です 。,658,ネガティブ
1,ハード ディスク の 状態 を 確認 する の に 購入 し ました 。  何 が 原因 で 動か ない の か が 分から なく 、 セットアップ の やり 直し を 行って も 意味 の 分から ない 事 だらけ でした 。  しかし 、 この 品 を 購入 して 、 やっと ハード ディスク の 原因 が 分かり 、 ハード ディスク 事態 が 壊れて いる こと が 分かり ました 。  確認 できた こと でも 、 この 商品 に 感謝 です 。,231,ポジティブ
0,付属 の アダプター に 挿したら 書き 込み 禁止 スイッチ を 操作 して も 書き 込み できる 状態 に なら なかった  別の アダプター に 挿せば 普通に 使えた 。  メモリ そのもの に は 異常 なし,111,ネガティブ
0,Panasonic  DMR-BW870  にて 10 枚 中 3 枚 、 失敗 し ました 。  パナ 純正 および SONY 国産 メディア 、 TDK 中 国産 メディア で は 焼き 損じ は 無かった のです が …,114,ネガティブ
1,テレビ 増設 に よる 2 台 目 。 簡単な 設定 と 既に ある Hulu など の アカウント も 活用 できる し 、 本体 価格 も 手頃な ので 重宝 して いる 。,90,ポジティブ
1,MacBook  Pro13 インチ に 使用 して おり ます 。  サイズ は ぴったり 。  生地 は 厚手で ショック に も 強く 、 適度に 柔らかい ので Mac を 傷つける 心配 も あり ませ ん 。  同 梱 の 小 袋 は AC アダプタ 用 に 使って おり ます 。 形状 が ちょっと だけ 合わ ない です が 、 気 に なら ない です 。  コスト パフォーマンス は 凄く 良い と 思い ます 。,220,ポジティブ
0,他の 方 が レビュー して いる とおり マウス と の 相性 が 個体 差 である の か わかり ませ ん が 、 カーソル が ふらつく など は あり ませ ん でした 。  マウス と の 相性 は 引っ掛かり 等 も なく 悪い と は 思え ませ ん が 、 パッド と 机 ？ の 相性 は 悪い みたいです 。  マウス パッド の 交換 時期 は 何 ヶ月 か わかり ませ ん が 、 一 ヶ月 も 使用 して いる と 、 手 を 置いて いる 部分 が つぶれて 裏 側 の ラバー 部分 が 伸びて 溶け 、 ぼろぼろ と 崩れて しまい ます 。  滑り止め が もう 少し 強度 が あれば よかった な と 思い ます が 、 長く 使う ので は なく 消耗 品 と して 月 一 で 使う の に は いい んじゃ ない でしょう か 。,390,ネガティブ
1,詰め 替え 用 を 利用 して いる ので 、 もしも の とき の 安心 感 。 値段 も 安く なって た し とても いい 買い物 でした 。,75,ポジティブ
1,そう しょっちゅう 使う もの で は ない が 、 安い し 取扱 が 簡単で 高 評価 です 。  あっけない ほど 簡単に HDD の クローン が 作れ ました 。,87,ポジティブ
0,腕 時計 以外 は ， もう 二度と エプソン は 買わ ない と 誓わ せて くれた 一 品 です ．,53,ネガティブ
0,昨日 注文 して 直ぐに 商品 は 到着 し ました が 、 箱 を 開けて いざ 差し 込んで み ました が 反応 せ ず … 。  電源 の プラグ が 悪い の か と 思い 確認 し ました が 別の ケーブル だ と 問題 無し 。  何 回 か 抜き差し して みて 気付いた の が 、 本体 の 接続 部 ( 穴 ) と ケーブル に 隙間 が あり 、 直ぐに 抜けて しまって い ました 。  純正 の ケーブル が 上手く 反応 し ない ので 購入 した のに 、 それ より も 悪化 する と は … 。  レビュー を 見て 良 さ そうだった ので 購入 した のに 、 返品 でき ない と なる と これ は ちょっと 納得 いか ない な … 。  購入 を 検討 して いる 方 は 、 ちゃんと お 店 で 確認 できる 物 に した 方 が 良い と 思い ます 。,408,ネガティブ
1,コスト パフォーマンス 抜群 。 ＬＬ 判 で 最も 安い 。 ブラザー の プリンター だ が 発色 も きれい 。 さすが フジフィルム である 。,77,ポジティブ
1,通常 の スナップ 写真 の 使用 で 優れた コスト パフォーマンス を 発揮 し ます 。 長期 の 使用 に ついて は 未知 数 です 。,74,ポジティブ
1,純正 の ケーブル より 太く 硬い 印象 です 。  これ なら 耐久 性 は バッチリ か と 思い ます 。  あと は 長く 使って みて 内部 の 接触 が どう な の か です 。  今 の 所 個人 的に は anker を 信じて よかった と 思え ます 。,140,ポジティブ
1,他の 方 の レビュー で は 熱 が でる と か 、 画像 が もたつく 、 など あり ます が  ひかり フレッツ の マンション で WiFi 環境 の 自宅 で 何の 問題 も なし 。  ある と したら 、 テレビ の USB コネクタ から 充電 が とれる か 、 と 思ったら 電力 不足で コンセント から の 充電 が 必要だった こと 。  プライム 会員 なら かなり の 映画 、 テレビ 番組 が 無料 に なり ます 。  むしろ プライム 会員 に なら ない 方 が 損です 。  子供 に とって は iPad など を 写す だけ の apppleTV （ そもそも Hulu と か 契約 して ない ） より 、 仮面 ライダー や アニメ など も 見 放題 の こちら の ほう が 大 活躍 して い ます 。  AmzonMusic も 無料 で 使えて 、 プライム 会員 は 神 扱い です ね〜,429,ポジティブ
1,高級 感 が あり 、 iPad の デザイン も 損なわ ない 。  まだ 使い 始めて 間 も ない ので 耐久 性 が わかり ませ ん が 、 すぐ に 壊れ そうな 感じ は し ない です 。,103,ポジティブ
1,非常に 良い 商品 。 今年 、 一番 の 買い物 。 こんな 物 が 世の中 に ある と は 驚き 。  アメリカ で レンタル ショップ が なくなる 理由 が よく わかった 。,94,ポジティブ
0,配信 目的 で 買う 方 は 、 念のため に 別の 機器 を 買う こと を お 勧め し ます 。  この 製品 に は ステレオ ミキサー は 入って い ない ので 、  あなた の 目的 に そぐわない 可能 性 が 大いに あり ます 。  本当に 最低 限 の 機能 しか ない ので 、 ただ 単に マイク を USB 接続 に し たい 人 だけ 買う と いい でしょう 。,198,ネガティブ
0,iPhone6/6S の フィルム を 購入 し ました 。  189 円 で 送料 無料 な ので 多少 の 予想 は して い ました が 、 謳い文句 と は あまりに も かけ離れた 品物 が 届いた ため レビュー を さ せて いただき ます 。  まず 、 強化 ガラス で は なく アクリル 板 です 。 硬度 9H は 皆無 か と 。 また 、 ラウンド エッジ 加工 と 記載 が あり ます が 、 普通に ただ の 切り っぱなし です 。  使用 感 に ついて は 、 今 使用 して いる ガラス フィルム が 割れて しまった 時 の 応急 処置 用 に 購入 した ため 、 残念 ながら 今回 は レビュー 出来 ず 。 。  と 、 ここ まで は iPhone6/6S の 話し に なり ます が 、 ここ から は 共通の 話し です 。  梱包 は 簡易 的で 、 茶 封筒 の 中 に 薄い プラケース と いった 状態 で 送ら れて き ます 。 それ は 問題 あり ませ ん が 、 フィルム の 入って いる プラケース が ガッツリ 割れて 穴 が あいて い ました 。 茶 封筒 の 中 に も どこ に も その 破片 が なかった ので 、 配達 中 の 破損 で は なく 商品 を 梱包 する 時点 で 既に 破損 して いた と いう 事 が 分かり ます 。 幸いに も フィルム は 無事でした が 、 配達 する 方 の 扱い 次第 で は 割れて いた 可能 性 が 高い です 。  また 、 付属 品 に クリーナー シート と 記載 が あり ます が 、 私 の 商品 に は 入って い ませ ん でした 。 この 価格 なら ご 愛嬌 と いう 感じ かも しれ ませ ん が 、 そもそも の 検品 が いいかげん な の かも しれ ませ ん 。  何度 も 書き ます が 、 iPhone6/6S の フィルム を オーダー する なら 心して 下さい 。 今回 は 、 商品 価格 189 円 送料 無料 の 威力 を 知る 良い 機会 に なり ました 。 どうも ありがとう ございました (u_u),957,ネガティブ
0,パソコン に 差し 込んだら 、 フォーマット する 必要 が あり ます 。 と 出た が フォーマット 出来 ず 、 使い物 に なり ませ ん 。 不 良品 多 すぎ で は ？,93,ネガティブ
1,自分 も ダメ もと で 購入 し ました が 、 10 回 試した ところ で エラー が 出て いた ディスク 読み 取れ ました 。 レコーダー で 書き 込み 容量 が 少ない か 、 新規の ディスク だけ 読み 取ら ない エラー でした が 本当に 助かり ました 。 お 値段 も うれしい 。,156,ポジティブ
1,使い やすい スピンドル ケース で 、 日本 製 の もの を チョイス を 探して こちら を 購入 し ました 。  今 の 所 、 100 均 で 購入 した 場合 を 除いて は エラー に なった こと は 無い のです が 、  家電 量販 店 でも 日本 以外 生産 の 品 が 増えて きて いる ので 、 気 を つけて 買う ように は  して い ます 。  メーカー の 都合 な の か 、 スピンドル ケース で の 販売 が 減って きて いる の が 非常に 残念な ので 、  取り扱い を 継続 して 欲しい です 。,279,ポジティブ
1,黒い 機種 を 購入 した ので 、 おもいきって グリーン に したら 大 正解 ！ 合い ます ！  蛍光 グリーン に 近い 色 で 目立ち ます 。  シリコン みたいに ふにゃふにゃ して ない 素材 で 、 外側 は 光沢 が あり ツルツル して い ます 。  ツルツル して いる けど ポケット に 入れて も そう 簡単に は 落ち ない 素材 です ね 。  ほどよく フィット して ブカブカ な 感じ も あり ませ ん 。 装着 も 簡単でした 。  ストラップ の 穴 は あり ませ ん でした が 、 自分 に は あって も なくて も 困ら ない ので ＯＫ でした 。  お サイフ ケータイ は まだ 使用 して い ない ので 感度 は わかり ませ ん 。  後日 追加 レビュー し たい と 思い ます 。  ￥ 480 で 購入 でき 大 満足 でした 。,406,ポジティブ
1,メーカー 品 で は 無い ので 多少 不安 が あった が 、 タバコ を 吸う 環境 で ディスク を 認識 し なく なった ＤＶＤ プレーヤー でも ２ ～ ３ 度 クリーニング したら 認識 する ように なった 。  それ 以降 は ＰＣ の ＤＶＤ ドライブ も 含めて 定期 的に 使用 。,154,ポジティブ
0,２０１５ 年 １１ 月 に 購入 し ました 。  本体 に は ６４ GB と 印刷 さ れて ます が パソコン で 容量 確認 した ところ ３０ GB しか あり ませ ん 。 中身 は ３２ GB タイプ だ と 思わ れ ます 。  交換 して いただき ました が 、 交換 品 が 全く 同じく ３２ GB でした 。 同 時期 に 生産 さ れた モノ は おそらく 同じ 不 具合 が ある と 思い ます 。  結局 返品 し 、 返金 して いただき ました 。  注意 が 必要です 。,257,ネガティブ
1,この 色 が すごく 気に入って くれ ました 。 男の子 が 持つ と アクセント に なって 素敵です 。,56,ポジティブ
0,大きい ので 貼り にくい の は 仕方ない のです が 、 1 つの 角 が どうしても 密着 せ ず 少し 浮いた ような 状態 でした 。  仕方ない ので そのまま 使って いた ところ 、 その 部分 に ヒビ が 生じ 、 大きく 広がって き ました 。  こうした タブレット に は ガラス 素材 は 向か ない の かも しれ ませ ん 。,181,ネガティブ
0,EPSON と CANON 製 を 、 ３ 年 から ５ 年 周期 で で ノズル が つまり 、 修理 に 出す より ( 総合 的に 判断 し ) 新 製品 に 切り替えて 購入 し 続けて い ました 。  両 製品 と も 本体 価格 は 多少 安く なった もの の 、 ランニング コスト は 高く なる 一方 で 私 に は 耐え 切れ ない レベル に 達して しまい ました 。  ヘッド の 交換 や ( インク の 垂れ流し を し ない ) クリーニング が 可能な 製品 も ない ような ので 、 次 は 値段 が こなれて きた レーザー を 買い ます 。,295,ネガティブ
0,すぐ に 壊れる ので やめた ほう が いい 。 壊れた 経緯 ： SD に ubuntu を 焼く → Raspberry  Pi2 に 挿して ubuntu 起動 → 正常に 動く こと を 確認 → 電源 OFF → 次の 日 に 電源 ON → SD が 壊れて 起動 し ない → もう 一 度 ubuntu 焼く → Raspberry  Pi2 に 挿して ubuntu 起動 → 正常に 動く こと を 確認 → 電源 OFF → 翌々日 に 電源 ON → SD が 壊れて 起動 し ない 。 [...] にて TS16GUSDHC10 で 検索 する と NG に なって いた 。 ただ 、 アタリ が まったく ない わけで も ない みたいな ので 、 博打 を し たい 人 に は お すすめ 。,366,ネガティブ
1,評価 が 高い ので 試しに 購入 し ました 。 設定 も 簡単で 画質 も 何も 問題 なく 、 想像 以上 の 再生 能力 に 驚き ました 。 プライム 会員 は とても 多く の 無料 映画 が 観 られる ので すごい です 。 唯一 難 を 言う と 、 高 画質 で アップ さ れて いる ニコニコ 動画 の 再生 は カクカク に なって しまい ました 。,190,ポジティブ
0,エラー が 半分 以上 と いう か 、 3 分 の ２ は 使え ませ ん でした 。 残念 。,50,ネガティブ
1,コンパクト で 持ち 運び に も 良く 、 安価で 言う こと なし です 。 TV 、 スマホ 、 実家 帰省 時 に 利用 。 媒体 が 変わって も 問題 なし で 、 プライム 会員 の 無料 視聴 は 送料 無料 以外 に 入会 した メリット が 改めて あった な と 感じ ます 。 続き から 見たり 、 戻し や 早送り の 操作 性 も 他 社 の WEB 視聴 より スムーズで 使い やすく 固まる こと が あり ませ ん 。 今 の ところ ストレス 無し です 。 リモコン の 音声 認識 機能 は 便利です 。 お 手頃で 買って 良かった 一 品 でした 。,300,ポジティブ
1,滞り なく 注文 発注 が できて よかった 。 とても 感謝 して い ます 。 商品 も ちゃんと 届き ました 。,61,ポジティブ
0,40 枚 買って 、 23 枚 使用 不可能に なり ました  他 に も 再生 は 出来る が 、 ムーブ バック の 際 に  ディスク が 汚れて 居る 旨 の メッセージ が 出て 移動 でき ない 物 が 、  と 言う より 出来る の が ２ 枚 しか 有り ませ ん  今 まで パナ と ビクター を 使って い ました が  こんな 事 は 初めて です 。 アキバ で 買った ノンブランド の  格安 メディア でも エラー は 起きた 事 が 有り ませ ん  使用 機種 は すべて DIGA で BW730 、 BZT710 、 BZT720 、 BWT520 、 BWT530  まぁ パナ 機 と 相性 が 悪い と 言えば それ まで です が  シングル レイヤー の もの で は どう か 分かり ませ ん が  ともあれ 、 コレ を 買う くらい なら 、 ノンブランド を 買った 方 が  はるかに ましです ね 。  まぁ 二度と 三菱 ブランド を 使う こと は 無い でしょう,468,ネガティブ
1,簡単 操作 で 、 内容 も 充実 して いて 非常に 良い です 。 買って 正解 でした 。,49,ポジティブ
1,思って いた より も 簡単に 設定 も でき ました 。  その 日 から 家族 が 虜 に 、 、 、 もう 無し で は 過ごせ ない 状態 です ！,79,ポジティブ
1,軽 いくて ゴールド 色 も 上品です 。 表面 も すべり にくく 持ち やすい です 。,47,ポジティブ
1,インク が 高 すぎて 、 リサイクル の 使用 が 多い が ｊ 、 残 量 が 出 ない ので 困り ます 。,58,ポジティブ
1,マザー ボード が 逝って しまった MAC の データ を 無事 取り出す こと が 出来 ました 。,53,ポジティブ
1,グリーン を 買い ました 。 思った より 安っぽく なく とても 満足です 。 商品 到着 まで も とても 迅速で ストレス なく 買い物 でき ました 。,82,ポジティブ
0,純正 だ から 綺麗に 出て あたりまえです が 、 高い です 。  プリンタ 本体 も 購入 して 1 年 経過 した ので 、 次回 から は 互換 インク を 利用 して 、 壊れたら プリンタ を 買い 直し ます 。  プリンタ に は インク が 1 セット 付いて き ます から,149,ネガティブ
0,同じ もの を 2 回 買い ました  安い もの な ので 一 度 め は 当たり が 悪かった の か な ？ と 思って …  しか し 二 度 目 も ダメ とにかく 割れ やすい  見た目 が いい だけ に 残念,113,ネガティブ
0,スペック 程 に トナー 入って い ない んじゃ ない です か ね ？  メーカー 純正 品 でも こんな ん じゃあ 、 余計に 再生 品 売れる だけ だ と 思い ます 。,92,ネガティブ
1,比較的 黒 が 強く 出る 印画紙 です 。 しかし クリアな 色 が 高級 感 を 感じ させ ます 。,54,ポジティブ
1,近く の 電器 店 より も 、 純正 品 が 安く 買え ました 。 助かり ます 。 年賀 状 以外 は 、 あまり 印刷 し ない ので 大 容量 で なく 、 この くらい で 間に合い ます 。,103,ポジティブ
